Date,Time,DateTime,Country,DC_Power,AC_Power,Ambient_Temperature,Module_Temperature,Irradiation,Day,Month,Hour,Daily_Yield,Total_Yield,Price,Demand,Demand_Energy
28/2/2024,10,2024-02-28 10:00:00,Australia,50.16,44.043,15.3,20.33,0.804,28,2,10,137.987,27710.915999999997,56.673333,6289.85,6291.74
28/2/2024,11,2024-02-28 11:00:00,Australia,61.7,55.5,16.3,22.01,0.928,28,2,11,193.487,27766.415999999997,53.361667,6229.2167,6228.49
28/2/2024,12,2024-02-28 12:00:00,Australia,62.692,54.616,16.37,21.29,0.977,28,2,12,248.103,27821.032,51.993333,6329.9183,6327.28
28/2/2024,13,2024-02-28 13:00:00,Australia,59.448,52.082,15.35,20.03,0.85,28,2,13,300.185,27873.113999999998,54.5125,6441.2,6427.99
28/2/2024,14,2024-02-28 14:00:00,Australia,54.6,47.176,15.5,19.42,0.81,28,2,14,347.361,27920.289999999997,59.705,6934.1833,6911.53
28/2/2024,15,2024-02-28 15:00:00,Australia,40.677,35.056,15.36,19.86,0.647,28,2,15,382.417,27955.345999999998,61.370833,7678.3158,7636.87
28/2/2024,16,2024-02-28 16:00:00,Australia,31.428,26.573,16.42,20.48,0.532,28,2,16,408.99,27981.918999999998,130.06083,8600.0975,8567.53
28/2/2024,17,2024-02-28 17:00:00,Australia,19.825,17.94,15.97,21.16,0.266,28,2,17,426.93,27999.858999999997,257.54417,9142.8267,9134.76
28/2/2024,18,2024-02-28 18:00:00,Australia,11.474,9.917,15.47,22.08,0.144,28,2,18,436.847,28009.775999999998,247.23333,9207.6325,9204.76
28/2/2024,19,2024-02-28 19:00:00,Australia,0.0,0.0,15.78,21.27,0.014,28,2,19,436.847,28009.775999999998,143.63083,9067.2567,9079.56
28/2/2024,20,2024-02-28 20:00:00,Australia,0.0,0.0,15.26,20.8,0.039,28,2,20,436.847,28009.775999999998,131.2025,8646.5808,8671.88
28/2/2024,21,2024-02-28 21:00:00,Australia,0.0,0.0,16.63,21.9,0.012,28,2,21,436.847,28009.775999999998,110.95667,8080.1125,8104.56
28/2/2024,22,2024-02-28 22:00:00,Australia,0.0,0.0,15.41,21.18,0.0,28,2,22,436.847,28009.775999999998,82.201667,7413.5225,7437.88
28/2/2024,23,2024-02-28 23:00:00,Australia,0.0,0.0,16.28,20.26,0.028,28,2,23,436.847,28009.775999999998,94.523333,6884.1483,6902.46
29/2/2024,0,2024-02-29 00:00:00,Australia,0.0,0.0,15.73,20.16,0.0,29,2,0,0.0,28009.775999999998,92.261667,6575.0217,6584.51
29/2/2024,1,2024-02-29 01:00:00,Australia,0.0,0.0,15.41,21.65,0.009,29,2,1,0.0,28009.775999999998,85.315,6386.47,6394.85
29/2/2024,2,2024-02-29 02:00:00,Australia,0.0,0.0,15.89,20.38,0.0,29,2,2,0.0,28009.775999999998,76.8025,6225.7925,6230.58
29/2/2024,3,2024-02-29 03:00:00,Australia,0.0,0.0,16.03,20.42,0.021,29,2,3,0.0,28009.775999999998,72.296667,6146.5375,6149.53
29/2/2024,4,2024-02-29 04:00:00,Australia,0.0,0.0,16.56,20.0,0.001,29,2,4,0.0,28009.775999999998,65.111667,6201.895,6197.06
29/2/2024,5,2024-02-29 05:00:00,Australia,0.0,0.0,15.49,19.85,0.016,29,2,5,0.0,28009.775999999998,88.643333,6460.2492,6444.96
29/2/2024,6,2024-02-29 06:00:00,Australia,11.403,9.913,15.4,22.42,0.185,29,2,6,9.913,28019.689,87.251667,6770.4967,6761.24
29/2/2024,7,2024-02-29 07:00:00,Australia,19.116,16.796,15.08,21.06,0.349,29,2,7,26.709,28036.484999999997,41.3975,6797.0908,6804.87
29/2/2024,8,2024-02-29 08:00:00,Australia,29.409,26.687,15.89,22.4,0.447,29,2,8,53.396,28063.172,38.964167,6540.22,6541.98
29/2/2024,9,2024-02-29 09:00:00,Australia,40.548,34.607,16.09,18.46,0.602,29,2,9,88.003,28097.779,45.808333,6330.1967,6347.22
29/2/2024,10,2024-02-29 10:00:00,Australia,48.588,43.418,15.85,19.87,0.733,29,2,10,131.421,28141.197,56.508333,6183.0917,6184.91
29/2/2024,11,2024-02-29 11:00:00,Australia,62.068,54.949,16.01,20.49,0.983,29,2,11,186.37,28196.146,46.494167,6117.6733,6120.51
29/2/2024,12,2024-02-29 12:00:00,Australia,60.15,50.38,15.78,20.33,0.935,29,2,12,236.75,28246.526,39.73,6113.7875,6106.12
29/2/2024,13,2024-02-29 13:00:00,Australia,62.338,55.864,16.4,22.41,0.948,29,2,13,292.614,28302.390000000003,51.661667,6497.2092,6480.68
29/2/2024,14,2024-02-29 14:00:00,Australia,50.565,43.883,15.2,22.35,0.781,29,2,14,336.497,28346.273000000005,50.0625,7034.8183,7003.2
29/2/2024,15,2024-02-29 15:00:00,Australia,40.867,38.341,15.86,20.95,0.612,29,2,15,374.838,28384.614000000005,46.2975,7851.0492,7813.43
29/2/2024,16,2024-02-29 16:00:00,Australia,30.799,27.741,15.87,21.48,0.478,29,2,16,402.579,28412.355000000007,203.6025,8829.4058,8792.2
29/2/2024,17,2024-02-29 17:00:00,Australia,18.731,16.133,15.89,20.44,0.276,29,2,17,418.712,28428.48800000001,2862.0,9306.8375,9299.93
29/2/2024,18,2024-02-29 18:00:00,Australia,11.362,10.419,16.05,21.01,0.186,29,2,18,429.131,28438.90700000001,1324.8525,9270.2375,9271.39
29/2/2024,19,2024-02-29 19:00:00,Australia,0.0,0.0,16.05,21.8,0.0,29,2,19,429.131,28438.90700000001,219.55833,9089.4075,9107.07
29/2/2024,20,2024-02-29 20:00:00,Australia,0.0,0.0,15.33,19.12,0.0,29,2,20,429.131,28438.90700000001,165.05667,8743.0167,8759.21
29/2/2024,21,2024-02-29 21:00:00,Australia,0.0,0.0,15.52,19.69,0.0,29,2,21,429.131,28438.90700000001,115.35167,8150.7625,8179.29
29/2/2024,22,2024-02-29 22:00:00,Australia,0.0,0.0,16.67,20.25,0.004,29,2,22,429.131,28438.90700000001,100.93583,7455.96,7481.71
29/2/2024,23,2024-02-29 23:00:00,Australia,0.0,0.0,15.56,20.57,0.0,29,2,23,429.131,28438.90700000001,99.77,6929.7742,6950.36
1/3/2024,0,2024-03-01 00:00:00,Australia,0.0,0.0,16.07,19.86,0.013,1,3,0,0.0,28438.90700000001,92.538333,6522.8542,6535.45
1/3/2024,1,2024-03-01 01:00:00,Australia,0.0,0.0,16.74,21.89,0.0,1,3,1,0.0,28438.90700000001,101.65,6341.4675,6348.81
1/3/2024,2,2024-03-01 02:00:00,Australia,0.0,0.0,15.01,22.89,0.0,1,3,2,0.0,28438.90700000001,96.023333,6184.515,6191.0
1/3/2024,3,2024-03-01 03:00:00,Australia,0.0,0.0,15.86,21.78,0.0,1,3,3,0.0,28438.90700000001,91.999167,6056.9633,6058.86
1/3/2024,4,2024-03-01 04:00:00,Australia,0.0,0.0,16.37,21.26,0.012,1,3,4,0.0,28438.90700000001,86.520833,6090.725,6085.49
1/3/2024,5,2024-03-01 05:00:00,Australia,0.0,0.0,15.96,21.25,0.0,1,3,5,0.0,28438.90700000001,108.3625,6374.3358,6359.41
1/3/2024,6,2024-03-01 06:00:00,Australia,10.978,9.416,15.89,21.5,0.172,1,3,6,9.416,28448.32300000001,135.755,6677.7983,6669.74
1/3/2024,7,2024-03-01 07:00:00,Australia,17.502,15.887,16.44,21.68,0.213,1,3,7,25.303,28464.21000000001,60.0675,6724.9775,6730.22
1/3/2024,8,2024-03-01 08:00:00,Australia,28.09,24.116,15.97,21.16,0.429,1,3,8,49.419,28488.326000000012,52.590833,6521.7758,6527.03
1/3/2024,9,2024-03-01 09:00:00,Australia,43.825,39.794,16.25,20.12,0.693,1,3,9,89.213,28528.120000000014,57.290833,6453.5775,6457.89
1/3/2024,10,2024-03-01 10:00:00,Australia,56.033,49.061,16.53,21.05,0.875,1,3,10,138.274,28577.181000000015,56.371667,6146.13,6158.78
1/3/2024,11,2024-03-01 11:00:00,Australia,62.196,52.372,16.66,22.06,0.942,1,3,11,190.646,28629.553000000014,54.0325,6099.1767,6097.37
1/3/2024,12,2024-03-01 12:00:00,Australia,68.589,63.167,16.75,20.98,1.021,1,3,12,253.813,28692.720000000016,32.631667,6108.9708,6104.2
1/3/2024,13,2024-03-01 13:00:00,Australia,69.226,66.408,16.72,20.75,1.067,1,3,13,320.221,28759.128000000015,52.8475,6326.32,6315.13
1/3/2024,14,2024-03-01 14:00:00,Australia,50.472,45.416,15.9,21.31,0.755,1,3,14,365.637,28804.544000000016,56.173333,6737.4942,6716.15
1/3/2024,15,2024-03-01 15:00:00,Australia,44.756,40.588,15.59,20.55,0.696,1,3,15,406.225,28845.132000000016,61.515,7493.9833,7451.28
1/3/2024,16,2024-03-01 16:00:00,Australia,28.31,24.425,16.04,21.01,0.432,1,3,16,430.65,28869.557000000015,89.57,8443.6417,8411.69
1/3/2024,17,2024-03-01 17:00:00,Australia,19.042,16.763,15.97,20.96,0.27,1,3,17,447.413,28886.320000000014,170.905,9019.2083,9009.83
1/3/2024,18,2024-03-01 18:00:00,Australia,11.491,9.916,16.19,21.01,0.173,1,3,18,457.329,28896.236000000015,219.85417,8936.6542,8940.94
1/3/2024,19,2024-03-01 19:00:00,Australia,0.0,0.0,16.25,22.52,0.0,1,3,19,457.329,28896.236000000015,156.83167,8749.3267,8760.37
1/3/2024,20,2024-03-01 20:00:00,Australia,0.0,0.0,16.69,20.43,0.001,1,3,20,457.329,28896.236000000015,128.71667,8453.2175,8473.03
1/3/2024,21,2024-03-01 21:00:00,Australia,0.0,0.0,16.16,19.37,0.0,1,3,21,457.329,28896.236000000015,106.81833,7928.5958,7952.14
1/3/2024,22,2024-03-01 22:00:00,Australia,0.0,0.0,16.14,22.63,0.0,1,3,22,457.329,28896.236000000015,105.94417,7353.1017,7375.69
1/3/2024,23,2024-03-01 23:00:00,Australia,0.0,0.0,15.67,21.25,0.0,1,3,23,457.329,28896.236000000015,96.503333,6922.4883,6936.35
2/3/2024,0,2024-03-02 00:00:00,Australia,0.0,0.0,15.92,22.65,0.012,2,3,0,0.0,28896.236000000015,66.535,6502.1192,6519.23
2/3/2024,1,2024-03-02 01:00:00,Australia,0.0,0.0,15.54,19.19,0.054,2,3,1,0.0,28896.236000000015,66.356667,6233.1092,6240.02
2/3/2024,2,2024-03-02 02:00:00,Australia,0.0,0.0,16.86,20.55,0.0,2,3,2,0.0,28896.236000000015,67.864167,6065.4417,6072.1
2/3/2024,3,2024-03-02 03:00:00,Australia,0.0,0.0,16.22,20.51,0.0,2,3,3,0.0,28896.236000000015,65.6275,5981.0608,5982.35
2/3/2024,4,2024-03-02 04:00:00,Australia,0.0,0.0,16.67,22.57,0.002,2,3,4,0.0,28896.236000000015,61.075833,5950.1358,5950.58
2/3/2024,5,2024-03-02 05:00:00,Australia,0.0,0.0,16.5,21.96,0.0,2,3,5,0.0,28896.236000000015,61.541667,6003.8183,6003.44
2/3/2024,6,2024-03-02 06:00:00,Australia,11.397,10.298,16.6,20.89,0.164,2,3,6,10.298,28906.534000000014,61.375,5973.2992,5977.8
2/3/2024,7,2024-03-02 07:00:00,Australia,20.119,17.793,16.18,22.21,0.304,2,3,7,28.091,28924.327000000016,28.875,5654.7617,5675.0
2/3/2024,8,2024-03-02 08:00:00,Australia,30.999,27.137,16.63,22.39,0.451,2,3,8,55.228,28951.464000000014,-18.775833,5251.97,5260.5
2/3/2024,9,2024-03-02 09:00:00,Australia,40.42,36.363,17.01,22.14,0.595,2,3,9,91.59100000000001,28987.827000000016,-17.103333,5044.5208,5050.95
2/3/2024,10,2024-03-02 10:00:00,Australia,49.794,43.705,16.66,20.42,0.769,2,3,10,135.296,29031.532000000017,-20.5,4921.6683,4926.69
2/3/2024,11,2024-03-02 11:00:00,Australia,60.295,54.023,16.91,22.39,0.934,2,3,11,189.31900000000002,29085.55500000002,-21.316667,4902.5375,4899.86
2/3/2024,12,2024-03-02 12:00:00,Australia,59.102,52.123,16.11,19.74,0.917,2,3,12,241.442,29137.678000000018,3.5366667,5166.1842,5151.53
2/3/2024,13,2024-03-02 13:00:00,Australia,60.678,51.059,15.05,19.61,0.934,2,3,13,292.501,29188.73700000002,31.054167,5602.945,5578.71
2/3/2024,14,2024-03-02 14:00:00,Australia,58.839,54.387,16.7,21.44,0.9,2,3,14,346.888,29243.124000000018,45.02,6231.6675,6201.62
2/3/2024,15,2024-03-02 15:00:00,Australia,38.475,35.291,15.55,19.68,0.569,2,3,15,382.179,29278.41500000002,41.101667,7135.6658,7091.63
2/3/2024,16,2024-03-02 16:00:00,Australia,32.499,28.897,15.33,21.12,0.506,2,3,16,411.076,29307.31200000002,56.615,8195.4992,8154.94
2/3/2024,17,2024-03-02 17:00:00,Australia,18.565,16.561,16.95,20.2,0.312,2,3,17,427.637,29323.87300000002,177.5675,8960.3317,8941.87
2/3/2024,18,2024-03-02 18:00:00,Australia,10.852,9.013,16.97,20.82,0.18,2,3,18,436.65,29332.88600000002,337.24417,9047.7833,9050.35
2/3/2024,19,2024-03-02 19:00:00,Australia,0.0,0.0,16.41,21.26,0.0,2,3,19,436.65,29332.88600000002,262.0975,8893.5692,8903.18
2/3/2024,20,2024-03-02 20:00:00,Australia,0.0,0.0,16.55,20.88,0.029,2,3,20,436.65,29332.88600000002,124.10167,8581.9725,8598.04
2/3/2024,21,2024-03-02 21:00:00,Australia,0.0,0.0,16.2,21.19,0.0,2,3,21,436.65,29332.88600000002,109.31083,8057.7958,8082.12
2/3/2024,22,2024-03-02 22:00:00,Australia,0.0,0.0,15.63,18.79,0.003,2,3,22,436.65,29332.88600000002,106.02417,7557.2933,7575.88
2/3/2024,23,2024-03-02 23:00:00,Australia,0.0,0.0,16.6,20.06,0.006,2,3,23,436.65,29332.88600000002,87.788333,7130.065,7149.41
3/3/2024,0,2024-03-03 00:00:00,Australia,0.0,0.0,16.64,21.09,0.0,3,3,0,0.0,29332.88600000002,75.076667,6756.9917,6769.54
3/3/2024,1,2024-03-03 01:00:00,Australia,0.0,0.0,16.44,22.44,0.0,3,3,1,0.0,29332.88600000002,77.758333,6496.7417,6504.31
3/3/2024,2,2024-03-03 02:00:00,Australia,0.0,0.0,17.46,20.62,0.038,3,3,2,0.0,29332.88600000002,71.0175,6356.4592,6361.32
3/3/2024,3,2024-03-03 03:00:00,Australia,0.0,0.0,16.52,20.66,0.0,3,3,3,0.0,29332.88600000002,65.6725,6237.105,6241.4
3/3/2024,4,2024-03-03 04:00:00,Australia,0.0,0.0,16.34,21.08,0.042,3,3,4,0.0,29332.88600000002,63.343333,6206.7375,6206.78
3/3/2024,5,2024-03-03 05:00:00,Australia,0.0,0.0,17.38,21.27,0.0,3,3,5,0.0,29332.88600000002,69.215,6226.6383,6225.5
3/3/2024,6,2024-03-03 06:00:00,Australia,10.792,9.606,16.41,23.5,0.136,3,3,6,9.606,29342.49200000002,60.445,6151.4125,6160.51
3/3/2024,7,2024-03-03 07:00:00,Australia,18.519,18.053,16.53,22.3,0.329,3,3,7,27.659,29360.54500000002,45.9,6058.7533,6058.84
3/3/2024,8,2024-03-03 08:00:00,Australia,28.029,23.509,16.68,21.56,0.448,3,3,8,51.168000000000006,29384.05400000002,47.838333,6058.265,6055.4
3/3/2024,9,2024-03-03 09:00:00,Australia,41.487,37.872,17.33,21.54,0.642,3,3,9,89.04,29421.926000000018,51.785833,6246.6475,6236.62
3/3/2024,10,2024-03-03 10:00:00,Australia,51.789,46.274,16.11,21.01,0.792,3,3,10,135.31400000000002,29468.20000000002,53.73,6386.4408,6392.61
3/3/2024,11,2024-03-03 11:00:00,Australia,63.329,53.869,16.1,20.99,0.989,3,3,11,189.183,29522.069000000018,28.185833,6229.705,6219.16
3/3/2024,12,2024-03-03 12:00:00,Australia,66.527,58.03,15.52,19.66,1.037,3,3,12,247.21300000000002,29580.099000000017,71.2175,6606.2117,6590.0
3/3/2024,13,2024-03-03 13:00:00,Australia,57.861,53.14,16.93,22.09,0.881,3,3,13,300.353,29633.239000000016,144.78583,7060.025,7044.5
3/3/2024,14,2024-03-03 14:00:00,Australia,48.629,43.588,16.45,21.98,0.746,3,3,14,343.94100000000003,29676.827000000016,72.746667,7392.275,7380.02
3/3/2024,15,2024-03-03 15:00:00,Australia,42.856,39.13,16.71,20.9,0.647,3,3,15,383.071,29715.957000000017,213.1575,7772.2125,7743.75
3/3/2024,16,2024-03-03 16:00:00,Australia,31.43,27.566,16.23,21.94,0.489,3,3,16,410.637,29743.523000000016,155.26333,8460.3958,8439.01
3/3/2024,17,2024-03-03 17:00:00,Australia,18.222,16.532,15.32,22.28,0.285,3,3,17,427.169,29760.055000000015,217.24833,8750.5217,8746.34
3/3/2024,18,2024-03-03 18:00:00,Australia,10.448,8.984,15.43,22.69,0.216,3,3,18,436.153,29769.039000000015,325.94583,8800.5683,8799.6
3/3/2024,19,2024-03-03 19:00:00,Australia,0.0,0.0,15.66,22.33,0.022,3,3,19,436.153,29769.039000000015,190.4925,8604.2092,8618.89
3/3/2024,20,2024-03-03 20:00:00,Australia,0.0,0.0,17.01,19.51,0.0,3,3,20,436.153,29769.039000000015,131.8125,8257.4042,8271.16
3/3/2024,21,2024-03-03 21:00:00,Australia,0.0,0.0,16.35,22.62,0.0,3,3,21,436.153,29769.039000000015,117.67167,7756.8083,7778.15
3/3/2024,22,2024-03-03 22:00:00,Australia,0.0,0.0,16.38,23.05,0.004,3,3,22,436.153,29769.039000000015,123.77083,7249.3825,7276.57
3/3/2024,23,2024-03-03 23:00:00,Australia,0.0,0.0,16.25,22.72,0.017,3,3,23,436.153,29769.039000000015,87.349167,6807.7267,6823.51
4/3/2024,0,2024-03-04 00:00:00,Australia,0.0,0.0,17.68,20.75,0.021,4,3,0,0.0,29769.039000000015,86.539167,6478.9967,6486.62
4/3/2024,1,2024-03-04 01:00:00,Australia,0.0,0.0,16.0,19.84,0.0,4,3,1,0.0,29769.039000000015,74.935833,6309.315,6316.53
4/3/2024,2,2024-03-04 02:00:00,Australia,0.0,0.0,16.0,21.54,0.0,4,3,2,0.0,29769.039000000015,68.506667,6184.5842,6189.0
4/3/2024,3,2024-03-04 03:00:00,Australia,0.0,0.0,17.29,22.08,0.013,4,3,3,0.0,29769.039000000015,68.600833,6132.2308,6130.11
4/3/2024,4,2024-03-04 04:00:00,Australia,0.0,0.0,16.34,20.74,0.0,4,3,4,0.0,29769.039000000015,65.384167,6188.4358,6185.32
4/3/2024,5,2024-03-04 05:00:00,Australia,0.0,0.0,16.79,21.23,0.026,4,3,5,0.0,29769.039000000015,85.968333,6538.655,6519.13
4/3/2024,6,2024-03-04 06:00:00,Australia,10.682,9.34,16.87,22.58,0.174,4,3,6,9.34,29778.379000000015,111.52333,6923.7617,6913.14
4/3/2024,7,2024-03-04 07:00:00,Australia,19.321,16.401,16.12,21.32,0.303,4,3,7,25.741,29794.780000000017,75.460833,7103.5233,7098.45
4/3/2024,8,2024-03-04 08:00:00,Australia,27.709,24.928,16.7,22.04,0.473,4,3,8,50.669,29819.708000000017,59.375833,6817.6767,6837.05
4/3/2024,9,2024-03-04 09:00:00,Australia,40.421,38.242,16.21,20.36,0.623,4,3,9,88.911,29857.950000000015,53.51,6590.755,6591.35
4/3/2024,10,2024-03-04 10:00:00,Australia,49.68,44.62,16.13,23.12,0.757,4,3,10,133.531,29902.570000000014,58.135833,6871.0292,6850.9
4/3/2024,11,2024-03-04 11:00:00,Australia,64.361,55.054,16.44,21.17,0.991,4,3,11,188.585,29957.624000000014,86.550833,7292.045,7279.09
4/3/2024,12,2024-03-04 12:00:00,Australia,69.211,65.569,16.92,21.45,1.054,4,3,12,254.154,30023.193000000014,115.155,7510.7683,7498.43
4/3/2024,13,2024-03-04 13:00:00,Australia,61.269,52.241,16.09,22.2,0.928,4,3,13,306.395,30075.434000000016,175.10667,8047.5883,8022.46
4/3/2024,14,2024-03-04 14:00:00,Australia,53.48,46.793,16.82,19.97,0.821,4,3,14,353.188,30122.227000000017,257.78583,8643.1167,8624.98
4/3/2024,15,2024-03-04 15:00:00,Australia,39.871,35.498,16.73,22.26,0.621,4,3,15,388.686,30157.725000000017,80.085833,8669.6167,8670.72
4/3/2024,16,2024-03-04 16:00:00,Australia,30.246,26.519,16.32,21.39,0.443,4,3,16,415.205,30184.244000000017,78.246667,8710.1192,8705.2
4/3/2024,17,2024-03-04 17:00:00,Australia,18.677,15.975,16.88,22.45,0.282,4,3,17,431.18,30200.219000000016,165.54167,8864.2183,8863.25
4/3/2024,18,2024-03-04 18:00:00,Australia,10.509,9.602,17.19,22.25,0.171,4,3,18,440.782,30209.821000000014,147.71917,8895.4383,8896.72
4/3/2024,19,2024-03-04 19:00:00,Australia,0.0,0.0,17.36,19.95,0.003,4,3,19,440.782,30209.821000000014,101.89833,8559.1625,8576.98
4/3/2024,20,2024-03-04 20:00:00,Australia,0.0,0.0,15.92,23.67,0.023,4,3,20,440.782,30209.821000000014,71.780833,8207.9258,8226.78
4/3/2024,21,2024-03-04 21:00:00,Australia,0.0,0.0,16.23,20.4,0.032,4,3,21,440.782,30209.821000000014,62.005833,7675.8642,7697.72
4/3/2024,22,2024-03-04 22:00:00,Australia,0.0,0.0,16.65,22.46,0.005,4,3,22,440.782,30209.821000000014,67.540833,7105.4475,7129.16
4/3/2024,23,2024-03-04 23:00:00,Australia,0.0,0.0,17.63,20.29,0.002,4,3,23,440.782,30209.821000000014,84.090833,6691.3458,6705.27
5/3/2024,0,2024-03-05 00:00:00,Australia,0.0,0.0,16.22,21.26,0.0,5,3,0,0.0,30209.821000000014,62.049167,6389.6308,6398.93
5/3/2024,1,2024-03-05 01:00:00,Australia,0.0,0.0,16.58,22.7,0.0,5,3,1,0.0,30209.821000000014,58.176667,6243.1717,6247.42
5/3/2024,2,2024-03-05 02:00:00,Australia,0.0,0.0,16.98,20.6,0.0,5,3,2,0.0,30209.821000000014,56.305833,6113.7708,6120.25
5/3/2024,3,2024-03-05 03:00:00,Australia,0.0,0.0,18.27,22.66,0.0,5,3,3,0.0,30209.821000000014,55.956667,6039.805,6042.05
5/3/2024,4,2024-03-05 04:00:00,Australia,0.0,0.0,16.6,20.48,0.021,5,3,4,0.0,30209.821000000014,61.768333,6107.455,6100.18
5/3/2024,5,2024-03-05 05:00:00,Australia,0.0,0.0,16.74,22.4,0.0,5,3,5,0.0,30209.821000000014,87.860833,6401.2817,6384.59
5/3/2024,6,2024-03-05 06:00:00,Australia,10.922,9.966,17.58,21.46,0.183,5,3,6,9.966,30219.787000000015,99.1225,6856.845,6840.57
5/3/2024,7,2024-03-05 07:00:00,Australia,18.116,16.038,16.74,20.99,0.302,5,3,7,26.003999999999998,30235.825000000015,47.385833,7065.0175,7061.37
5/3/2024,8,2024-03-05 08:00:00,Australia,27.57,26.095,16.61,20.84,0.443,5,3,8,52.099000000000004,30261.920000000016,43.103333,6862.5067,6880.45
5/3/2024,9,2024-03-05 09:00:00,Australia,41.08,35.902,17.47,21.14,0.644,5,3,9,88.001,30297.822000000015,69.014167,6454.0292,6461.04
5/3/2024,10,2024-03-05 10:00:00,Australia,55.786,48.981,17.36,22.91,0.841,5,3,10,136.982,30346.803000000014,40.3875,6347.8583,6358.13
5/3/2024,11,2024-03-05 11:00:00,Australia,65.095,58.133,17.24,22.69,1.005,5,3,11,195.115,30404.936000000016,-1.775,5955.4125,5964.67
5/3/2024,12,2024-03-05 12:00:00,Australia,65.796,60.016,17.3,22.5,1.026,5,3,12,255.131,30464.952000000016,24.245,6032.8342,6028.81
5/3/2024,13,2024-03-05 13:00:00,Australia,63.494,58.16,16.77,20.77,0.97,5,3,13,313.291,30523.112000000016,43.214167,6267.8383,6253.11
5/3/2024,14,2024-03-05 14:00:00,Australia,54.085,44.567,17.19,21.15,0.827,5,3,14,357.858,30567.679000000015,46.4325,6740.8583,6724.6
5/3/2024,15,2024-03-05 15:00:00,Australia,42.721,39.314,16.58,23.27,0.663,5,3,15,397.172,30606.993000000013,45.029167,6916.0767,6902.16
5/3/2024,16,2024-03-05 16:00:00,Australia,28.928,25.604,16.42,21.45,0.443,5,3,16,422.776,30632.597000000012,54.555,7452.9442,7432.98
5/3/2024,17,2024-03-05 17:00:00,Australia,19.063,17.393,17.7,22.61,0.281,5,3,17,440.169,30649.990000000013,129.62333,7853.45,7835.66
5/3/2024,18,2024-03-05 18:00:00,Australia,11.114,9.892,17.21,19.82,0.149,5,3,18,450.061,30659.882000000012,153.07917,8039.4575,8039.43
5/3/2024,19,2024-03-05 19:00:00,Australia,0.0,0.0,17.8,21.89,0.0,5,3,19,450.061,30659.882000000012,134.55,7947.6675,7954.1
5/3/2024,20,2024-03-05 20:00:00,Australia,0.0,0.0,16.87,21.01,0.0,5,3,20,450.061,30659.882000000012,102.80667,7714.2783,7731.76
5/3/2024,21,2024-03-05 21:00:00,Australia,0.0,0.0,16.77,20.48,0.005,5,3,21,450.061,30659.882000000012,81.565,7173.3608,7195.96
5/3/2024,22,2024-03-05 22:00:00,Australia,0.0,0.0,16.69,21.94,0.0,5,3,22,450.061,30659.882000000012,91.009167,6705.9992,6724.9
5/3/2024,23,2024-03-05 23:00:00,Australia,0.0,0.0,17.23,22.13,0.002,5,3,23,450.061,30659.882000000012,86.043333,6287.8767,6302.63
6/3/2024,0,2024-03-06 00:00:00,Australia,0.0,0.0,17.01,22.0,0.022,6,3,0,0.0,30659.882000000012,75.375,5959.3867,5969.69
6/3/2024,1,2024-03-06 01:00:00,Australia,0.0,0.0,17.09,21.77,0.002,6,3,1,0.0,30659.882000000012,80.6575,5775.5733,5784.21
6/3/2024,2,2024-03-06 02:00:00,Australia,0.0,0.0,17.88,22.05,0.042,6,3,2,0.0,30659.882000000012,84.57,5675.5458,5677.24
6/3/2024,3,2024-03-06 03:00:00,Australia,0.0,0.0,16.8,21.84,0.0,6,3,3,0.0,30659.882000000012,87.379167,5644.6608,5645.05
6/3/2024,4,2024-03-06 04:00:00,Australia,0.0,0.0,17.29,23.85,0.0,6,3,4,0.0,30659.882000000012,96.7375,5744.5925,5735.0
6/3/2024,5,2024-03-06 05:00:00,Australia,0.0,0.0,16.12,20.92,0.0,6,3,5,0.0,30659.882000000012,129.62167,6059.1992,6045.05
6/3/2024,6,2024-03-06 06:00:00,Australia,10.267,9.453,17.07,23.21,0.14,6,3,6,9.453,30669.335000000014,124.17,6423.89,6413.65
6/3/2024,7,2024-03-06 07:00:00,Australia,17.538,15.662,17.86,21.17,0.248,6,3,7,25.115000000000002,30684.997000000014,58.571667,6388.5658,6401.05
6/3/2024,8,2024-03-06 08:00:00,Australia,31.104,28.459,16.98,21.96,0.475,6,3,8,53.574,30713.456000000013,8.2483333,5770.1417,5795.59
6/3/2024,9,2024-03-06 09:00:00,Australia,41.396,37.03,17.23,23.45,0.655,6,3,9,90.604,30750.48600000001,21.1925,5412.6225,5421.74
6/3/2024,10,2024-03-06 10:00:00,Australia,51.862,46.791,16.64,23.19,0.815,6,3,10,137.39499999999998,30797.277000000013,26.5475,5325.685,5326.38
6/3/2024,11,2024-03-06 11:00:00,Australia,63.06,57.083,16.47,21.58,0.962,6,3,11,194.478,30854.36000000001,37.508333,5328.6425,5326.22
6/3/2024,12,2024-03-06 12:00:00,Australia,63.461,54.65,17.05,24.19,0.998,6,3,12,249.128,30909.010000000013,43.490833,5358.7233,5352.33
6/3/2024,13,2024-03-06 13:00:00,Australia,65.975,58.055,17.46,20.99,1.004,6,3,13,307.183,30967.065000000013,37.878333,5555.095,5551.71
6/3/2024,14,2024-03-06 14:00:00,Australia,57.792,48.525,17.5,20.3,0.919,6,3,14,355.70799999999997,31015.590000000015,51.996667,5888.5842,5865.77
6/3/2024,15,2024-03-06 15:00:00,Australia,39.892,36.048,17.46,22.4,0.627,6,3,15,391.756,31051.638000000014,73.765833,6529.8692,6494.22
